programme,registered_name,international_name,institution,official_programme_code,rio_programme_unit_code,offered_programme_code,form,languages,locations,website,all_names,rio_rows
Wiskunde,Wiskunde,Mathematics,Universiteit van Amsterdam,56980,1001O6179,6fb89557-3029-465f-8b77-f295fa42a157,VOLTIJD,NLD,Amsterdam,http://uva.nl/bsc-wiskunde,Wiskunde | Mathematics,1
Wiskunde - vrije opleiding,Wiskunde,Mathematics,Universiteit van Amsterdam,56980,1001O6179,8dd9af7e-f358-48fd-a806-d029248873af,VOLTIJD,NLD,Amsterdam,http://uva.nl/bsc-wiskunde,Wiskunde - vrije opleiding | Wiskunde | Mathematics | Wiskunde - open curriculum,1
Humanistiek,Humanistiek,Humanistic Studies,Universiteit voor Humanistiek,56105,1001O5853,8df0e92e-4b18-4ff0-a995-25ce46f61de9,VOLTIJD,NLD,Utrecht,,Humanistiek | Humanistic Studies,1
"B Aarde, Economie en Duurzaamheid","Aarde, Economie en Duurzaamheid","Earth Sciences, Economics and Sustainability",VU - Vrije Universiteit Amsterdam,50668,1001O5722,97609a36-3604-454a-a51e-b389d2bfa005,VOLTIJD,NLD,Amsterdam,,"B Aarde, Economie en Duurzaamheid | Aarde, Economie en Duurzaamheid | Earth Sciences, Economics and Sustainability | B Earth Sciences, Economics and Sustain.",1
B Aardwetenschappen,Aardwetenschappen,Earth Sciences,VU - Vrije Universiteit Amsterdam,56986,1001O6196,cd13c113-8eb8-49aa-a380-fb7b999983fb,VOLTIJD,NLD,Amsterdam,,B Aardwetenschappen | Aardwetenschappen | Earth Sciences | B Earth Sciences,1
B Archeologie,Archeologie,Archaeology,VU - Vrije Universiteit Amsterdam,56703,1001O5981,5edccba3-01b4-4e30-b323-84554b6339a9,VOLTIJD,NLD,Amsterdam,,B Archeologie | Archeologie | Archaeology | B Archaeology,1
B Artificial Intelligence,Artificial Intelligence,Artificial Intelligence,VU - Vrije Universiteit Amsterdam,56945,1001O6128,1c27cc8b-ffad-48e4-9ff6-69186f31944d,VOLTIJD,ENG,Amsterdam,,B Artificial Intelligence | Artificial Intelligence,1
B Bedrijfskunde,Bedrijfskunde,Business Administration,VU - Vrije Universiteit Amsterdam,50645,1001O5714,01508adf-22fa-47e1-a7a7-d26506a6344c,VOLTIJD,NLD,Amsterdam,,B Bedrijfskunde | Bedrijfskunde | Business Administration | B Business Administration,1
B Bestuurs- en Organisatiewetenschap,Bestuurs- en Organisatiewetenschap,Public Administration and Organization Science,VU - Vrije Universiteit Amsterdam,50007,1001O5627,baac29d0-a222-4cd1-a028-a8a8c8d06af4,VOLTIJD,NLD,Amsterdam,,B Bestuurs- en Organisatiewetenschap | Bestuurs- en Organisatiewetenschap | Public Administration and Organization Science | B Public Administration and Organization,1
B Bewegingswetenschappen,Bewegingswetenschappen,Human Movement Sciences,VU - Vrije Universiteit Amsterdam,56950,1001O6135,2327073f-1a0a-4cee-8595-2dca36242c0f,VOLTIJD,NLD,Amsterdam,,B Bewegingswetenschappen | Bewegingswetenschappen | Human Movement Sciences | B Human Movement Sciences,1
B Biologie,Biologie,Biology,VU - Vrije Universiteit Amsterdam,56860,1001O6122,8789f120-addb-482e-a0d1-a0bd65411e05,VOLTIJD,NLD,Amsterdam,,B Biologie | Biologie | Biology | B Biology,1
B Biomedical Sciences,Biomedical Sciences,Biomedical Sciences,VU - Vrije Universiteit Amsterdam,59324,1001O6233,ce95e488-4fb0-4673-ad37-593a42a45b6d,VOLTIJD,ENG,Amsterdam,,B Biomedical Sciences | Biomedical Sciences,1
B Business Analytics,Business Analytics,Business Analytics,VU - Vrije Universiteit Amsterdam,56856,1001O6110,82668260-7bb1-4df7-a78e-58e997ad50b5,VOLTIJD,ENG,Amsterdam,,B Business Analytics | Business Analytics,1
B Communicatie & Informatiewetenschappen,Communicatie- en Informatiewetenschappen,Communication and Information Studies,VU - Vrije Universiteit Amsterdam,56826,1001O6058,49da5a24-ec09-4a87-9967-7879ca73da76,VOLTIJD,NLD,Amsterdam,,B Communicatie & Informatiewetenschappen | Communicatie- en Informatiewetenschappen | Communication and Information Studies | B Communication and Information Studies,1
B Communicatiewetenschap,Communicatiewetenschap,Communication Science,VU - Vrije Universiteit Amsterdam,56615,1001O5960,492cf5b7-8a2a-430f-90fe-9485f79d12c4,VOLTIJD,NLD,Amsterdam,,B Communicatiewetenschap | Communicatiewetenschap | Communication Science | B Communication Science (Dutch taught),1
B Communication Science,Communicatiewetenschap,Communication Science,VU - Vrije Universiteit Amsterdam,56615,1001O5960,7fc2e861-5f38-46fb-b85e-4dd564a29527,VOLTIJD,ENG,Amsterdam,,B Communication Science | Communicatiewetenschap | Communication Science,1
B Computer Science,Computer Science,Computer Science,VU - Vrije Universiteit Amsterdam,50426,1001O5694,81223d0d-15f7-4c76-a73f-7dd0abc449e0,VOLTIJD,ENG,Amsterdam,,B Computer Science | Computer Science,1
B Criminologie,Criminologie,Criminology,VU - Vrije Universiteit Amsterdam,56469,1001O5901,abfae861-2119-46ae-8c1f-e12bbaca4f06,VOLTIJD,NLD,Amsterdam,,B Criminologie | Criminologie | Criminology | B Criminology,1
B Cultural Anthropology and Dev. Soc.,Culturele Antropologie en Ontwikkelingssociologie,Cultural Anthropology and Development Sociology,VU - Vrije Universiteit Amsterdam,50035,1001O5654,672aad0c-6c9e-44a6-a731-a75629f4364d,VOLTIJD,ENG,Amsterdam,,B Cultural Anthropology and Dev. Soc. | Culturele Antropologie en Ontwikkelingssociologie | Cultural Anthropology and Development Sociology | Cultural Anthropology and Dev. Soc.,1
B Culturele Antropologie en Ontw. Soc.,Culturele Antropologie en Ontwikkelingssociologie,Cultural Anthropology and Development Sociology,VU - Vrije Universiteit Amsterdam,50035,1001O5654,788cccf7-c0a9-4730-ac05-9037db20c33c,VOLTIJD,NLD,Amsterdam,,B Culturele Antropologie en Ontw. Soc. | Culturele Antropologie en Ontwikkelingssociologie | Cultural Anthropology and Development Sociology | B Cultural Anthropology and Dev. Soc.,1
B Econometrics and Data Science,Econometrics and Data Science,Econometrics and Data Science,VU - Vrije Universiteit Amsterdam,59332,1001O8891,c6d01b42-fe52-491a-96ed-13245079dc31,VOLTIJD,NLD,Amsterdam,,B Econometrics and Data Science | Econometrics and Data Science,1
B Econometrie en Operationele Research,Econometrie en Operationele Research,Econometrics and Operations Research,VU - Vrije Universiteit Amsterdam,56833,1001O6080,1af3b60d-3605-446d-a0b5-ca6daa94a987,VOLTIJD,NLD,Amsterdam,,B Econometrie en Operationele Research | Econometrie en Operationele Research | Econometrics and Operations Research | B Econometrics and Operations Research,1
B Economie en bedrijfseconomie,Economie en Bedrijfseconomie,Economics and Business Economics,VU - Vrije Universiteit Amsterdam,50950,1001O5765,6fad83f4-b1ed-4a6a-8fda-4b55501214de,VOLTIJD,NLD,Amsterdam,,B Economie en bedrijfseconomie | Economie en Bedrijfseconomie | Economics and Business Economics | B Economics and Business Economics,1
B Farmaceutische Wetenschappen,Farmaceutische Wetenschappen,Pharmaceutical Sciences,VU - Vrije Universiteit Amsterdam,56989,1001O6202,949d90e8-8f3d-4e81-a85d-30ccce2d0ac6,VOLTIJD,NLD,Amsterdam,,B Farmaceutische Wetenschappen | Farmaceutische Wetenschappen | Pharmaceutical Sciences | B Pharmaceutical Sciences,1
B Filosofie,Filosofie,Philosophy,VU - Vrije Universiteit Amsterdam,56081,1001O5842,798a0b06-9b15-4570-adf1-c7a67dce0e0c,VOLTIJD,NLD,Amsterdam,,B Filosofie | Filosofie | Philosophy | B Philosophy,1
B Geneeskunde,Geneeskunde,Medicine,VU - Vrije Universiteit Amsterdam,56551,1001O5909,fbb226a6-634b-4f94-b54d-de1f324bd4ed,VOLTIJD,NLD,Amsterdam,,B Geneeskunde | Geneeskunde | Medicine | B Medicine,1
B Geschiedenis,Geschiedenis,History,VU - Vrije Universiteit Amsterdam,56034,1001O5821,1ee5aa6e-d0f6-42dd-bdc1-2e1958f1d2ce,VOLTIJD,NLD,Amsterdam,,B Geschiedenis | Geschiedenis | History | B History,1
B Gezondheid en Leven,Gezondheid en Leven,Health and Life Sciences,VU - Vrije Universiteit Amsterdam,50509,1001O5702,48685113-c28b-469a-82b7-c00d001e5852,VOLTIJD,ENG,Amsterdam,,B Gezondheid en Leven | Gezondheid en Leven | Health and Life Sciences | B Health and Life Sciences,1
B Gezondheidswetenschappen,Gezondheidswetenschappen,Health Sciences,VU - Vrije Universiteit Amsterdam,56553,1001O5914,0ac3ddc1-1440-4048-a3fd-b97b075cf11d,VOLTIJD,NLD,Amsterdam,,B Gezondheidswetenschappen | Gezondheidswetenschappen | Health Sciences | B Health Sciences,1
B Griekse en Latijnse Taal en Cultuur,Griekse en Latijnse Taal en Cultuur,Greek and Latin Languages and Cultures,VU - Vrije Universiteit Amsterdam,56003,1001O5808,dc6b3bf0-d131-480c-82b8-60369d14b576,VOLTIJD,NLD,Amsterdam,,B Griekse en Latijnse Taal en Cultuur | Griekse en Latijnse Taal en Cultuur | Greek and Latin Languages and Cultures | B Greek and Latin Languages and Cultures,1
B International Business Administration,International Business Administration,International Business Administration,VU - Vrije Universiteit Amsterdam,50952,1001O5772,b1c00a7f-44c2-4c52-8577-65f8a2ff74a6,VOLTIJD,ENG,Amsterdam,,B International Business Administration | International Business Administration,1
B Law in Society,Law in Society,Law in Society,VU - Vrije Universiteit Amsterdam,59334,1001O6241,cf47c510-0742-48a4-a988-b2aa491784af,VOLTIJD,ENG,Amsterdam,,B Law in Society | Law in Society,1
B Literatuur en Samenleving,Literatuur en Samenleving,Literature and Society,VU - Vrije Universiteit Amsterdam,55823,1001O5802,e8cddac0-95ea-4733-b318-f664457447c8,VOLTIJD,NLD,Amsterdam,,B Literatuur en Samenleving | Literatuur en Samenleving | Literature and Society | B Literature and Society,1
B Mathematics,Mathematics,Mathematics,VU - Vrije Universiteit Amsterdam,59322,1001O6232,44db7501-62ed-4d02-ace4-95480fd96ef4,VOLTIJD,ENG,Amsterdam,,B Mathematics | Mathematics,1
"B Media, Kunst, Design en Architectuur","Media, Kunst, Design en Architectuur","Media, Art, Design and Architecture",VU - Vrije Universiteit Amsterdam,55822,1001O5801,6f904f64-ad55-4430-8a47-2881f14dd028,VOLTIJD,NLD,Amsterdam,,"B Media, Kunst, Design en Architectuur | Media, Kunst, Design en Architectuur | Media, Art, Design and Architecture | B Media, Art, Design and Architecture",1
B Medische Natuurwetenschappen,Medische Natuurwetenschappen,Medical Natural Sciences,VU - Vrije Universiteit Amsterdam,50800,1001O5745,9c3b380b-9334-458d-bef8-015d7e3fa931,VOLTIJD,NLD,Amsterdam,,B Medische Natuurwetenschappen | Medische Natuurwetenschappen | Medical Natural Sciences | B Medical Natural Sciences,1
B Notarieel recht,Notarieel Recht,Notarial Law,VU - Vrije Universiteit Amsterdam,56828,1001O6070,48816250-821e-4dfd-86b2-6c417e4cb490,VOLTIJD,NLD,Amsterdam,,B Notarieel recht | Notarieel Recht | Notarial Law | B in Notarial Law,1
B Oudheidwetenschappen,Oudheidwetenschappen,Ancient Studies,VU - Vrije Universiteit Amsterdam,56704,1001O5983,d2feb082-cf6c-489d-8628-7397830ab151,VOLTIJD,NLD,Amsterdam,,B Oudheidwetenschappen | Oudheidwetenschappen | Ancient Studies | B Ancient Studies,1
B Pedagogische wetenschappen,Pedagogische Wetenschappen,Pedagogical Sciences,VU - Vrije Universiteit Amsterdam,56607,1001O5948,94b45eb4-070f-4577-a6c3-70b298a3c94e,VOLTIJD,NLD,Amsterdam,,B Pedagogische wetenschappen | Pedagogische Wetenschappen | Pedagogical Sciences | B Education,1
"B Philosophy, Politics and Economics","Philosophy, Politics and Economics","Philosophy, Politics and Economics",VU - Vrije Universiteit Amsterdam,54999,1001O5779,21d5268e-6416-4441-8e93-b47e04d3c94f,VOLTIJD,ENG,Amsterdam,,"B Philosophy, Politics and Economics | Philosophy, Politics and Economics",1
B Political Science,Politicologie,Political Science,VU - Vrije Universiteit Amsterdam,56606,1001O5941,801e07a1-fac2-4d6c-b283-2dc654ccfd2c,VOLTIJD,ENG,Amsterdam,,B Political Science | Politicologie | Political Science,1
B Politicologie,Politicologie,Political Science,VU - Vrije Universiteit Amsterdam,56606,1001O5941,c619837a-5628-4312-b0cf-7fa49962fcc5,VOLTIJD,NLD,Amsterdam,,B Politicologie | Politicologie | Political Science | B Politicologie (Dutch taught),1
B Psychologie,Psychologie,Psychology,VU - Vrije Universiteit Amsterdam,56604,1001O5935,a58a6d57-e4fd-4c0c-9612-dc56d44c01cc,VOLTIJD,NLD,Amsterdam,,B Psychologie | Psychologie | Psychology | B Psychology,1
B Rechtsgeleerdheid,Rechtsgeleerdheid,Law,VU - Vrije Universiteit Amsterdam,50700,1001O5730,83735250-73b2-43ed-99ee-d4d48ac78fab,VOLTIJD,NLD,Amsterdam,,B Rechtsgeleerdheid | Rechtsgeleerdheid | Law | B in Law,1
"B Science, Business & Innovation","Science, Business & Innovation","Science, Business & Innovation",VU - Vrije Universiteit Amsterdam,50670,1001O5723,97aeff04-947f-4585-994c-13cfab50f7a4,VOLTIJD,NLD,Amsterdam,,"B Science, Business & Innovation | Science, Business & Innovation",1
B Sociologie,Sociologie,Sociology,VU - Vrije Universiteit Amsterdam,56601,1001O5925,0269979c-7ce8-424d-8703-8876ada217c9,VOLTIJD,NLD,Amsterdam,,B Sociologie | Sociologie | Sociology | B Sociology,1
B Tandheelkunde,Tandheelkunde,Dentistry,VU - Vrije Universiteit Amsterdam,56560,1001O5917,d7b53240-642a-47d8-afd7-5b3296c30f17,VOLTIJD,NLD,Amsterdam,,B Tandheelkunde | Tandheelkunde | Dentistry | B Dentistry,1
Bachelor Agrotechnologie,Agrotechnologie,Biosystems Engineering,Wageningen University,56831,1001O6075,6c49d7f1-0b98-4704-88a1-55ee7b5c3c93,VOLTIJD,NLD,Wageningen,http://www.wur.nl/bat,Bachelor Agrotechnologie | Agrotechnologie | Biosystems Engineering,1
Bachelor Bedrijfs- en Consumentenwetenschappen,Bedrijfs- en Consumentenwetenschappen,Business and Consumer Studies,Wageningen University,56836,1001O6086,a3d9dae9-3881-48fb-95e1-c01c262ce10d,VOLTIJD,NLD,Wageningen,http://www.wur.nl/bbc,Bachelor Bedrijfs- en Consumentenwetenschappen | Bedrijfs- en Consumentenwetenschappen | Business and Consumer Studies,1
Bachelor Biologie,Biologie,Biology,Wageningen University,56860,1001O6120,5ce23bf5-a164-40ec-860d-9a9e658b2ee1,VOLTIJD,NLD,Wageningen,biologyportal.wur.nl,Bachelor Biologie | Biologie | Biology,1
Bachelor Biotechnologie,Biotechnologie,Biotechnology,Wageningen University,56841,1001O6094,d41d11c9-defb-4ddc-ba36-121833f4c471,VOLTIJD,NLD,Wageningen,http://www.wur.nl/bbt,Bachelor Biotechnologie | Biotechnologie | Biotechnology,1
Bachelor Communicatie en Life Sciences,Communicatie en Life Sciences,Communication and Life Sciences,Wageningen University,50016,1001O5637,0ef5aada-c443-4b30-84a0-44ce7d9f54fa,VOLTIJD,NLD,Wageningen,http://www.wur.nl/bcl,Bachelor Communicatie en Life Sciences | Communicatie en Life Sciences | Communication and Life Sciences,1
Bachelor Economie en Beleid,Economie en Beleid,Economics and Governance,Wageningen University,50101,1001O5657,8c97e2eb-5700-48d3-876d-7cef63ab71fd,VOLTIJD,NLD,Wageningen,http://www.wur.nl/beb,Bachelor Economie en Beleid | Economie en Beleid | Economics and Governance,1
Bachelor Gezondheid en Maatschappij,Gezondheid en Maatschappij,Health and Society,Wageningen University,50018,1001O5641,bd3b3624-ef42-4573-9950-9539e910799f,VOLTIJD,NLD,Wageningen,http://www.wur.nl/bgm,Bachelor Gezondheid en Maatschappij | Gezondheid en Maatschappij | Health and Society,1
Bachelor International Land and Water Management,International Land and Water Management,International Land and Water Management,Wageningen University,50100,1001O5656,5a82bb26-c36a-4c75-aca1-f54a337bbc01,VOLTIJD,ENG,Wageningen,http://www.wur.nl/bil,Bachelor International Land and Water Management | International Land and Water Management,1
Bachelor Internationale Ontwikkelingsstudies,Internationale Ontwikkelingsstudies,International Development Studies,Wageningen University,56837,1001O6087,033ba99f-0891-47ee-9c22-d48254149af9,VOLTIJD,NLD,Wageningen,http://www.wur.nl/bin,Bachelor Internationale Ontwikkelingsstudies | Internationale Ontwikkelingsstudies | International Development Studies,1
Bachelor Landschapsarchitectuur& Ruimtelijke Planning,Landschapsarchitectuur en ruimtelijke planning,Landscape Architecture and Planning,Wageningen University,56848,1001O6102,b648c0d7-7d11-40b8-b0fc-36fef3654dbd,VOLTIJD,NLD,Wageningen,http://www.wur.nl/blp,Bachelor Landschapsarchitectuur& Ruimtelijke Planning | Landschapsarchitectuur en ruimtelijke planning | Landscape Architecture and Planning,1
Bachelor Marine Sciences,Marine Sciences,Marine Sciences,Wageningen University,50859,1001O8838,9bde9a6f-2a0d-4027-baf7-fa310c2d7e6a,VOLTIJD,ENG,Wageningen,,Bachelor Marine Sciences | Marine Sciences,1
Bachelor Moleculaire Levenswetenschappen,Moleculaire Levenswetenschappen,Molecular Life Sciences,Wageningen University,59304,1001O6222,ce928325-faf8-4029-8957-0105cb1989a7,VOLTIJD,NLD,Wageningen,http://www.wur.nl/bml,Bachelor Moleculaire Levenswetenschappen | Moleculaire Levenswetenschappen | Molecular Life Sciences,1
Bachelor Plantenwetenschappen,Plantenwetenschappen,Plant Sciences,Wageningen University,56835,1001O6085,82cea61d-2093-4d3e-8196-48872cae74d3,VOLTIJD,NLD,Wageningen,http://www.wur.nl/bpw,Bachelor Plantenwetenschappen | Plantenwetenschappen | Plant Sciences,1
Bachelor Voeding en Gezondheid,Voeding en Gezondheid,Nutrition and Health,Wageningen University,56868,1001O6124,90cd79fe-16df-43ec-a331-59ee7611b0ac,VOLTIJD,NLD,Wageningen,http://www.wur.nl/bvg,Bachelor Voeding en Gezondheid | Voeding en Gezondheid | Nutrition and Health,1
Bachelor's Animal Sciences,Animal Sciences,Animal Sciences,Wageningen University,56849,1001O6103,b0cafb91-3150-44d8-9669-b8ecdc7178ef,VOLTIJD,ENG,Wageningen,http://www.wur.nl/bdw,Bachelor's Animal Sciences | Animal Sciences,1
Bachelor's Data Science for Global Challenges,Data Science for Global Challenges,Data Science for Global Challenges,Wageningen University,59026,1016O1728,b80cca66-4d2f-414c-a4ed-7b3e2ad60645,VOLTIJD,NLD,Wageningen,,Bachelor's Data Science for Global Challenges | Data Science for Global Challenges,1
Bachelor's Earth System Sciences,"Soil, Water, Atmosphere","Soil, Water, Atmosphere",Wageningen University,56968,1001O6167,3cb0ff99-11d9-4cc5-864f-8adfc16fd1b6,VOLTIJD,ENG,Wageningen,http://www.wur.nl/bbw,"Bachelor's Earth System Sciences | Soil, Water, Atmosphere",1
Bachelor's Environmental Sciences,Environmental Sciences,Environmental Sciences,Wageningen University,56283,1001O5876,c71f245e-cfef-4fac-b4a4-838ef94997fd,VOLTIJD,ENG,Wageningen,http://www.wur.nl/bmw,Bachelor's Environmental Sciences | Environmental Sciences,1
Bachelor's Food Technology,Food Technology,Food Technology,Wageningen University,56973,1001O6168,d1eaeda8-1e1d-4e33-adf1-73704cd48e00,VOLTIJD,ENG,Wageningen,http://www.wur.nl/blt,Bachelor's Food Technology | Food Technology,1
Bachelor's Tourism (joint degree),Tourism (joint degree),Tourism (joint degree),Wageningen University,55001,1001O5780,9d7ec0ba-2e49-4c7b-a244-c3b0a10c3270,VOLTIJD,NLD,Breda,http://www.wur.nl/bto,Bachelor's Tourism (joint degree) | Tourism (joint degree),1
